Date,File,S0,Contract,ContractExpiryDate,Maturity,Rf
2020/10/07,o20201007.csv,"12,746.37",202010,2020/10/21,14,0.0084
2020/10/08,o20201008.csv,"12,887.19",202010,2020/10/21,13,0.0084
2020/10/12,o20201012.csv,"12,955.91",202010,2020/10/21,9,0.0084
2020/10/13,o20201013.csv,"12,947.13",202010,2020/10/21,8,0.0084
2020/10/14,o20201014.csv,"12,919.31",202010,2020/10/21,7,0.0084
2020/10/15,o20201015.csv,"12,827.82",202010,2020/10/21,6,0.0084
2020/10/16,o20201016.csv,"12,750.37",202010,2020/10/21,5,0.0084
2020/10/19,o20201019.csv,"12,908.34",202010,2020/10/21,2,0.0084
2020/10/20,o20201020.csv,"12,862.37",202010,2020/10/21,1,0.0084
2020/10/21,o20201021.csv,"12,877.25",202011,2020/11/18,28,0.0084
2020/10/22,o20201022.csv,"12,917.03",202011,2020/11/18,27,0.0084
2020/10/23,o20201023.csv,"12,898.82",202011,2020/11/18,26,0.0084
2020/10/26,o20201026.csv,"12,909.03",202011,2020/11/18,23,0.0084
2020/10/27,o20201027.csv,"12,875.01",202011,2020/11/18,22,0.0084
2020/10/28,o20201028.csv,"12,793.75",202011,2020/11/18,21,0.0084
2020/10/29,o20201029.csv,"12,662.91",202011,2020/11/18,20,0.0084
2020/10/30,o20201030.csv,"12,546.34",202011,2020/11/18,19,0.0084
2020/11/02,o20201102.csv,"12,591.31",202011,2020/11/18,16,0.0084
2020/11/03,o20201103.csv,"12,736.01",202011,2020/11/18,15,0.0084
2020/11/04,o20201104.csv,"12,867.90",202011,2020/11/18,14,0.0084
2020/11/05,o20201105.csv,"12,918.80",202011,2020/11/18,13,0.0084
2020/11/06,o20201106.csv,"12,973.53",202011,2020/11/18,12,0.0084
2020/11/09,o20201109.csv,"13,127.47",202011,2020/11/18,9,0.0084
2020/11/10,o20201110.csv,"13,081.72",202011,2020/11/18,8,0.0084
2020/11/11,o20201111.csv,"13,262.19",202011,2020/11/18,7,0.0084
2020/11/12,o20201112.csv,"13,221.78",202011,2020/11/18,6,0.0084
2020/11/13,o20201113.csv,"13,273.33",202011,2020/11/18,5,0.0084
